2024-06-01 10:55:51 - #----------Config info----------#
2024-06-01 10:55:51 - model_config: {'num_classes': 2, 'input_channels': 4, 'c_list': [8, 16, 24, 32, 48, 64], 'split_att': 'fc', 'bridge': True},
2024-06-01 10:55:51 - test_weights: ,
2024-06-01 10:55:51 - datasets: ISIC2017,
2024-06-01 10:55:51 - data_path: ,
2024-06-01 10:55:51 - criterion: BceDiceLoss(
  (bce): BCELoss(
    (bceloss): BCELoss()
  )
  (dice): DiceLoss()
),
2024-06-01 10:55:51 - num_classes: 1,
2024-06-01 10:55:51 - input_size_h: 384,
2024-06-01 10:55:51 - input_size_w: 384,
2024-06-01 10:55:51 - input_channels: 4,
2024-06-01 10:55:51 - distributed: False,
2024-06-01 10:55:51 - local_rank: -1,
2024-06-01 10:55:51 - num_workers: 0,
2024-06-01 10:55:51 - seed: 42,
2024-06-01 10:55:51 - world_size: None,
2024-06-01 10:55:51 - rank: None,
2024-06-01 10:55:51 - amp: False,
2024-06-01 10:55:51 - batch_size: 4,
2024-06-01 10:55:51 - epochs: 80,
2024-06-01 10:55:51 - work_dir: ./results/,
2024-06-01 10:55:51 - print_interval: 5000,
2024-06-01 10:55:51 - val_interval: 1,
2024-06-01 10:55:51 - save_interval: 1,
2024-06-01 10:55:51 - threshold: 0.5,
2024-06-01 10:55:51 - opt: AdamW,
2024-06-01 10:55:51 - lr: 0.001,
2024-06-01 10:55:51 - betas: (0.9, 0.999),
2024-06-01 10:55:51 - eps: 1e-08,
2024-06-01 10:55:51 - weight_decay: 0.01,
2024-06-01 10:55:51 - amsgrad: False,
2024-06-01 10:55:51 - sch: CosineAnnealingLR,
2024-06-01 10:55:51 - T_max: 50,
2024-06-01 10:55:51 - eta_min: 1e-05,
2024-06-01 10:55:51 - last_epoch: -1,
2024-06-01 10:55:53 - train: epoch 1, iter:0, loss: 1.4348, lr: 0.001
2024-06-01 20:10:50 - val epoch: 6,  miou: 0.8709321033515232, f1_or_dsc: 0.931014120492524, accuracy: 0.9271068184004625
2024-06-01 20:10:51 - train: epoch 7, iter:0, loss: 0.4529, lr: 0.0009652393605146842
2024-06-01 21:20:34 - train: epoch 7, iter:5000, loss: 0.6218, lr: 0.0009652393605146842
2024-06-01 21:42:56 - val epoch: 7,  miou: 0.8665856733584043, f1_or_dsc: 0.9285249380482207, accuracy: 0.9243972946058063
2024-06-01 21:42:57 - train: epoch 8, iter:0, loss: 0.6187, lr: 0.0009528893909706795
2024-06-01 22:52:52 - train: epoch 8, iter:5000, loss: 0.5164, lr: 0.0009528893909706795
2024-06-01 23:14:55 - val epoch: 8,  miou: 0.8791782158457908, f1_or_dsc: 0.9357049889492098, accuracy: 0.9319428835255008
2024-06-01 23:14:56 - train: epoch 9, iter:0, loss: 0.4822, lr: 0.0009387718066217122
2024-06-02 00:23:43 - train: epoch 9, iter:5000, loss: 0.4984, lr: 0.0009387718066217122
2024-06-02 00:46:19 - val epoch: 9,  miou: 0.8819203059345114, f1_or_dsc: 0.9372557415459454, accuracy: 0.9326812557468335
2024-06-02 00:46:20 - train: epoch 10, iter:0, loss: 0.4892, lr: 0.0009229423231234972
2024-06-02 01:53:16 - train: epoch 10, iter:5000, loss: 0.4675, lr: 0.0009229423231234972
2024-06-02 02:14:13 - val epoch: 10,  miou: 0.8704925835282282, f1_or_dsc: 0.9307629350620105, accuracy: 0.9273293950345078
2024-06-02 02:14:14 - train: epoch 11, iter:0, loss: 0.4014, lr: 0.0009054634122155987
2024-06-02 03:16:58 - train: epoch 11, iter:5000, loss: 0.4417, lr: 0.0009054634122155987
2024-06-02 03:38:53 - val epoch: 11,  miou: 0.8690967076107453, f1_or_dsc: 0.9299644090879666, accuracy: 0.9266045861812308
2024-06-02 03:38:54 - train: epoch 12, iter:0, loss: 0.6275, lr: 0.0008864040551740153
2024-06-02 04:40:41 - train: epoch 12, iter:5000, loss: 0.4318, lr: 0.0008864040551740153
2024-06-02 05:02:25 - val epoch: 12,  miou: 0.8729145034553756, f1_or_dsc: 0.9321455964433176, accuracy: 0.9287951431872523
2024-06-02 05:02:26 - train: epoch 13, iter:0, loss: 0.5165, lr: 0.0008658394705735984
2024-06-02 06:06:05 - train: epoch 13, iter:5000, loss: 0.4187, lr: 0.0008658394705735984
2024-06-02 06:27:45 - val epoch: 13,  miou: 0.8784139709090948, f1_or_dsc: 0.9352719736043801, accuracy: 0.9314226363164289
2024-06-02 06:27:46 - train: epoch 14, iter:0, loss: 0.3769, lr: 0.0008438508174347006
2024-06-02 07:30:44 - train: epoch 14, iter:5000, loss: 0.4046, lr: 0.0008438508174347006
2024-06-02 07:52:51 - val epoch: 14,  miou: 0.874284562441354, f1_or_dsc: 0.9329261734968914, accuracy: 0.9300998684458441
2024-06-02 07:52:52 - train: epoch 15, iter:0, loss: 0.3816, lr: 0.000820524874925601
2024-06-02 08:57:18 - train: epoch 15, iter:5000, loss: 0.4009, lr: 0.000820524874925601
2024-06-02 09:18:28 - val epoch: 15,  miou: 0.8800014112692798, f1_or_dsc: 0.9361710113559418, accuracy: 0.9332793163423805
2024-06-02 09:18:29 - train: epoch 16, iter:0, loss: 0.3802, lr: 0.000795953699884774
2024-06-02 10:26:07 - train: epoch 16, iter:5000, loss: 0.3838, lr: 0.000795953699884774
2024-06-02 10:48:59 - val epoch: 16,  miou: 0.8647290678216916, f1_or_dsc: 0.9274581307748224, accuracy: 0.9248118273809768
2024-06-02 10:49:00 - train: epoch 17, iter:0, loss: 0.4390, lr: 0.000770234263514603
2024-06-02 11:58:37 - train: epoch 17, iter:5000, loss: 0.3880, lr: 0.000770234263514603
2024-06-02 12:20:50 - val epoch: 17,  miou: 0.8710076713322051, f1_or_dsc: 0.9310572956785639, accuracy: 0.9286078801389892
2024-06-02 12:20:51 - train: epoch 18, iter:0, loss: 0.3635, lr: 0.0007434680686803488
2024-06-02 13:28:13 - train: epoch 18, iter:5000, loss: 0.3907, lr: 0.0007434680686803488
2024-06-02 13:48:16 - val epoch: 18,  miou: 0.8779361016646141, f1_or_dsc: 0.9350010374542629, accuracy: 0.9322196432398306
2024-06-02 13:48:16 - train: epoch 19, iter:0, loss: 0.3859, lr: 0.0007157607493247108
2024-06-02 14:43:49 - train: epoch 19, iter:5000, loss: 0.3615, lr: 0.0007157607493247108
2024-06-02 15:04:36 - val epoch: 19,  miou: 0.8540206266005029, f1_or_dsc: 0.9212633498759062, accuracy: 0.9196804956992415
2024-06-02 15:04:37 - train: epoch 20, iter:0, loss: 0.3565, lr: 0.0006872216535789154
2024-06-02 16:01:02 - train: epoch 20, iter:5000, loss: 0.3601, lr: 0.0006872216535789154
2024-06-02 16:21:34 - val epoch: 20,  miou: 0.8694386916718876, f1_or_dsc: 0.9301601550723506, accuracy: 0.9285466641021903
2024-06-02 16:21:35 - train: epoch 21, iter:0, loss: 0.3695, lr: 0.0006579634122155987
2024-06-02 17:15:48 - train: epoch 21, iter:5000, loss: 0.3951, lr: 0.0006579634122155987
2024-06-02 17:36:40 - val epoch: 21,  miou: 0.87221394150399, f1_or_dsc: 0.9317460170212403, accuracy: 0.9296155647858454
2024-06-02 17:36:41 - train: epoch 22, iter:0, loss: 0.3967, lr: 0.0006281014941466028
2024-06-02 18:31:13 - train: epoch 22, iter:5000, loss: 0.3550, lr: 0.0006281014941466028
2024-06-02 18:52:00 - val epoch: 22,  miou: 0.8676213824469401, f1_or_dsc: 0.9291191358177648, accuracy: 0.9275010943362312
2024-06-02 18:52:01 - train: epoch 23, iter:0, loss: 0.3549, lr: 0.0005977537507199335
2024-06-02 19:47:18 - train: epoch 23, iter:5000, loss: 0.3478, lr: 0.0005977537507199335
2024-06-02 20:07:54 - val epoch: 23,  miou: 0.8567787309244748, f1_or_dsc: 0.9228657315542297, accuracy: 0.9218883495191308
2024-06-02 20:07:55 - train: epoch 24, iter:0, loss: 0.3421, lr: 0.0005670399506143305
2024-06-02 21:04:18 - train: epoch 24, iter:5000, loss: 0.3471, lr: 0.0005670399506143305
2024-06-02 21:25:21 - val epoch: 24,  miou: 0.8774532156905261, f1_or_dsc: 0.934727116880832, accuracy: 0.9326005304508324
2024-06-02 21:25:21 - train: epoch 25, iter:0, loss: 0.3552, lr: 0.0005360813071670099
2024-06-02 22:18:41 - train: epoch 25, iter:5000, loss: 0.3321, lr: 0.0005360813071670099
2024-06-02 22:39:37 - val epoch: 25,  miou: 0.8644704338739652, f1_or_dsc: 0.9273093508678313, accuracy: 0.9262873439743988
2024-06-02 22:39:38 - train: epoch 26, iter:0, loss: 0.4653, lr: 0.0005049999999999998
2024-06-02 23:44:00 - train: epoch 26, iter:5000, loss: 0.3264, lr: 0.0005049999999999998
2024-06-03 00:06:37 - val epoch: 26,  miou: 0.8634619964441889, f1_or_dsc: 0.9267288499489931, accuracy: 0.9248824590077273
2024-06-03 00:06:38 - train: epoch 27, iter:0, loss: 0.3485, lr: 0.0004739186928329897
2024-06-03 01:14:22 - train: epoch 27, iter:5000, loss: 0.3215, lr: 0.0004739186928329897
2024-06-03 01:36:44 - val epoch: 27,  miou: 0.8766458583950697, f1_or_dsc: 0.9342688227226716, accuracy: 0.9326437680303157
2024-06-03 01:36:45 - train: epoch 28, iter:0, loss: 0.4090, lr: 0.0004429600493856692
2024-06-03 02:44:16 - train: epoch 28, iter:5000, loss: 0.3160, lr: 0.0004429600493856692
2024-06-03 03:06:49 - val epoch: 28,  miou: 0.8819386508056383, f1_or_dsc: 0.9372661010262896, accuracy: 0.9350026597816438
2024-06-03 03:06:50 - train: epoch 29, iter:0, loss: 0.3303, lr: 0.0004122462492800661
2024-06-03 04:14:44 - train: epoch 29, iter:5000, loss: 0.3135, lr: 0.0004122462492800661
2024-06-03 04:37:24 - val epoch: 29,  miou: 0.8681254156234761, f1_or_dsc: 0.9294080668922801, accuracy: 0.9280708529176178
2024-06-03 04:37:25 - train: epoch 30, iter:0, loss: 0.3495, lr: 0.0003818985058533967
2024-06-03 05:42:10 - train: epoch 30, iter:5000, loss: 0.3046, lr: 0.0003818985058533967
2024-06-03 06:05:28 - val epoch: 30,  miou: 0.8798125975405768, f1_or_dsc: 0.9360641573438392, accuracy: 0.9342758826272213
2024-06-03 06:05:29 - train: epoch 31, iter:0, loss: 0.3228, lr: 0.00035203658778440103
2024-06-03 07:12:39 - train: epoch 31, iter:5000, loss: 0.3019, lr: 0.00035203658778440103
2024-06-03 07:36:11 - val epoch: 31,  miou: 0.8755640807006271, f1_or_dsc: 0.9336541360650876, accuracy: 0.9324483733766871
2024-06-03 07:36:12 - train: epoch 32, iter:0, loss: 0.3321, lr: 0.00032277834642108444
2024-06-03 08:43:45 - train: epoch 32, iter:5000, loss: 0.2925, lr: 0.00032277834642108444
2024-06-03 09:06:50 - val epoch: 32,  miou: 0.8855563209639523, f1_or_dsc: 0.9393050858446166, accuracy: 0.9378232406691727
2024-06-03 09:06:51 - train: epoch 33, iter:0, loss: 0.4340, lr: 0.0002942392506752889
2024-06-03 10:14:51 - train: epoch 33, iter:5000, loss: 0.2895, lr: 0.0002942392506752889
2024-06-03 10:38:06 - val epoch: 33,  miou: 0.8886669426677377, f1_or_dsc: 0.9410520432072557, accuracy: 0.9390696662556776
2024-06-03 10:38:07 - train: epoch 34, iter:0, loss: 0.3744, lr: 0.00026653193131965077
2024-06-03 11:45:01 - train: epoch 34, iter:5000, loss: 0.2828, lr: 0.00026653193131965077
2024-06-03 12:07:50 - val epoch: 34,  miou: 0.8823103646286811, f1_or_dsc: 0.9374759669909509, accuracy: 0.9360770109397697
2024-06-03 12:07:51 - train: epoch 35, iter:0, loss: 0.2497, lr: 0.00023976573648539642
2024-06-03 13:13:25 - train: epoch 35, iter:5000, loss: 0.2781, lr: 0.00023976573648539642
2024-06-03 13:36:25 - val epoch: 35,  miou: 0.8867556445316612, f1_or_dsc: 0.9399793206944671, accuracy: 0.9384415928545717
2024-06-03 13:36:26 - train: epoch 36, iter:0, loss: 0.2182, lr: 0.00021404630011522574
2024-06-03 14:41:51 - train: epoch 36, iter:5000, loss: 0.2748, lr: 0.00021404630011522574
2024-06-03 15:05:16 - val epoch: 36,  miou: 0.8858443427902631, f1_or_dsc: 0.9394670839901695, accuracy: 0.937973999705972
2024-06-03 15:05:17 - train: epoch 37, iter:0, loss: 0.3287, lr: 0.00018947512507439847
2024-06-03 16:13:23 - train: epoch 37, iter:5000, loss: 0.2695, lr: 0.00018947512507439847
2024-06-03 16:35:46 - val epoch: 37,  miou: 0.8821571271822408, f1_or_dsc: 0.9373894606800546, accuracy: 0.9361555692333328
2024-06-03 16:35:47 - train: epoch 38, iter:0, loss: 0.3268, lr: 0.000166149182565299
2024-06-03 17:37:47 - train: epoch 38, iter:5000, loss: 0.2646, lr: 0.000166149182565299
2024-06-03 17:59:52 - val epoch: 38,  miou: 0.8735900896067693, f1_or_dsc: 0.9325306473948303, accuracy: 0.9313427886920567
2024-06-03 17:59:52 - train: epoch 39, iter:0, loss: 0.3494, lr: 0.00014416052942640132
2024-06-03 19:01:57 - train: epoch 39, iter:5000, loss: 0.2619, lr: 0.00014416052942640132
2024-06-03 19:23:32 - val epoch: 39,  miou: 0.8893401110536187, f1_or_dsc: 0.9414293444049784, accuracy: 0.9397956673167104
2024-06-03 19:23:33 - train: epoch 40, iter:0, loss: 0.2687, lr: 0.00012359594482598432
2024-06-03 20:25:37 - train: epoch 40, iter:5000, loss: 0.2566, lr: 0.00012359594482598432
2024-06-03 20:46:48 - val epoch: 40,  miou: 0.8944864555193874, f1_or_dsc: 0.9443049359507375, accuracy: 0.9424221099130439
2024-06-03 20:46:49 - train: epoch 41, iter:0, loss: 0.1971, lr: 0.00010453658778440102
2024-06-03 21:45:33 - train: epoch 41, iter:5000, loss: 0.2531, lr: 0.00010453658778440102
2024-06-03 22:07:20 - val epoch: 41,  miou: 0.8802887562446843, f1_or_dsc: 0.9363335852763364, accuracy: 0.9351326621071795
2024-06-03 22:07:21 - train: epoch 42, iter:0, loss: 0.3153, lr: 8.70576768765026e-05
2024-06-03 23:05:16 - train: epoch 42, iter:5000, loss: 0.2487, lr: 8.70576768765026e-05
2024-06-03 23:27:12 - val epoch: 42,  miou: 0.8872242728882239, f1_or_dsc: 0.9402425409995478, accuracy: 0.9387225324243442
2024-06-03 23:27:12 - train: epoch 43, iter:0, loss: 0.3172, lr: 7.12281933782875e-05
2024-06-04 00:25:43 - train: epoch 43, iter:5000, loss: 0.2466, lr: 7.12281933782875e-05
2024-06-04 00:47:36 - val epoch: 43,  miou: 0.8895624790580088, f1_or_dsc: 0.9415539194041115, accuracy: 0.9399133448158801
2024-06-04 00:47:37 - train: epoch 44, iter:0, loss: 0.2397, lr: 5.71106090293204e-05
2024-06-04 01:45:53 - train: epoch 44, iter:5000, loss: 0.2441, lr: 5.71106090293204e-05
2024-06-04 02:07:11 - val epoch: 44,  miou: 0.8907423797265615, f1_or_dsc: 0.9422144331004844, accuracy: 0.9405222876485879
2024-06-04 02:07:12 - train: epoch 45, iter:0, loss: 0.3098, lr: 4.4760639485315563e-05
2024-06-04 03:08:35 - train: epoch 45, iter:5000, loss: 0.2415, lr: 4.4760639485315563e-05
2024-06-04 03:30:00 - val epoch: 45,  miou: 0.8915321840161079, f1_or_dsc: 0.9426561086824371, accuracy: 0.9409017982071363
2024-06-04 03:30:01 - train: epoch 46, iter:0, loss: 0.2842, lr: 3.422702443389899e-05
2024-06-04 04:29:37 - train: epoch 46, iter:5000, loss: 0.2398, lr: 3.422702443389899e-05
2024-06-04 04:51:27 - val epoch: 46,  miou: 0.8906531100073498, f1_or_dsc: 0.9421644883379876, accuracy: 0.9404797219111434
2024-06-04 04:51:28 - train: epoch 47, iter:0, loss: 0.2408, lr: 2.5551335241327665e-05
2024-06-04 05:51:58 - train: epoch 47, iter:5000, loss: 0.2378, lr: 2.5551335241327665e-05
2024-06-04 06:14:23 - val epoch: 47,  miou: 0.8866705638497857, f1_or_dsc: 0.9399315183468154, accuracy: 0.9384422130164537
2024-06-04 06:14:24 - train: epoch 48, iter:0, loss: 0.3115, lr: 1.876781088929908e-05
2024-06-04 07:16:03 - train: epoch 48, iter:5000, loss: 0.2368, lr: 1.876781088929908e-05
2024-06-04 07:38:08 - val epoch: 48,  miou: 0.8836645378754809, f1_or_dsc: 0.9382398193599112, accuracy: 0.9368839582740259
2024-06-04 07:38:08 - train: epoch 49, iter:0, loss: 0.3143, lr: 1.3903222849333505e-05
2024-06-04 08:23:55 - train: epoch 49, iter:5000, loss: 0.2358, lr: 1.3903222849333505e-05
2024-06-04 08:42:46 - val epoch: 49,  miou: 0.8838014611597611, f1_or_dsc: 0.938316992933692, accuracy: 0.9369661769483519
2024-06-04 08:42:47 - train: epoch 50, iter:0, loss: 0.3126, lr: 1.0976769428005579e-05
2024-06-04 09:26:48 - train: epoch 50, iter:5000, loss: 0.2353, lr: 1.0976769428005579e-05
2024-06-04 09:45:33 - val epoch: 50,  miou: 0.8819793099608374, f1_or_dsc: 0.937289060823087, accuracy: 0.9360689782395318
2024-06-04 09:45:33 - train: epoch 51, iter:0, loss: 0.3157, lr: 1e-05
2024-06-04 10:29:44 - train: epoch 51, iter:5000, loss: 0.2354, lr: 1e-05
2024-06-04 10:48:33 - val epoch: 51,  miou: 0.8824551382297251, f1_or_dsc: 0.9375576823143764, accuracy: 0.9363174519783706
2024-06-04 10:48:34 - train: epoch 52, iter:0, loss: 0.3136, lr: 1.0976769428005579e-05
2024-06-04 11:32:27 - train: epoch 52, iter:5000, loss: 0.2349, lr: 1.0976769428005579e-05
2024-06-04 11:51:22 - val epoch: 52,  miou: 0.884791386496493, f1_or_dsc: 0.9388746073815308, accuracy: 0.9375067825750649
2024-06-04 11:51:23 - train: epoch 53, iter:0, loss: 0.3111, lr: 1.3903222849333451e-05
2024-06-04 12:35:16 - train: epoch 53, iter:5000, loss: 0.2348, lr: 1.3903222849333451e-05
2024-06-04 12:54:05 - val epoch: 53,  miou: 0.8839969801775472, f1_or_dsc: 0.9384271731627083, accuracy: 0.9371055957548764
2024-06-04 12:54:06 - train: epoch 54, iter:0, loss: 0.3100, lr: 1.8767810889299133e-05
2024-06-04 13:38:08 - train: epoch 54, iter:5000, loss: 0.2348, lr: 1.8767810889299133e-05
2024-06-04 13:56:57 - val epoch: 54,  miou: 0.8849837633162324, f1_or_dsc: 0.9389829032365665, accuracy: 0.9375586204454741
2024-06-04 13:56:58 - train: epoch 55, iter:0, loss: 0.3115, lr: 2.555133524132755e-05
2024-06-04 14:41:07 - train: epoch 55, iter:5000, loss: 0.2353, lr: 2.555133524132755e-05
2024-06-04 14:59:55 - val epoch: 55,  miou: 0.8846783847465512, f1_or_dsc: 0.9388109843107492, accuracy: 0.9374162986397954
2024-06-04 14:59:56 - train: epoch 56, iter:0, loss: 0.3121, lr: 3.422702443389893e-05
2024-06-04 15:44:06 - train: epoch 56, iter:5000, loss: 0.2359, lr: 3.422702443389893e-05
2024-06-04 16:02:54 - val epoch: 56,  miou: 0.8885100728257984, f1_or_dsc: 0.9409640812731394, accuracy: 0.9393806649649424
2024-06-04 16:02:55 - train: epoch 57, iter:0, loss: 0.3092, lr: 4.47606394853155e-05
2024-06-04 16:47:06 - train: epoch 57, iter:5000, loss: 0.2366, lr: 4.47606394853155e-05
2024-06-04 17:05:54 - val epoch: 57,  miou: 0.8890178234269592, f1_or_dsc: 0.9412487403789009, accuracy: 0.9395683610572783
2024-06-04 17:05:55 - train: epoch 58, iter:0, loss: 0.2988, lr: 5.711060902932022e-05
2024-06-04 17:49:57 - train: epoch 58, iter:5000, loss: 0.2383, lr: 5.711060902932022e-05
2024-06-04 18:08:50 - val epoch: 58,  miou: 0.8869319944298113, f1_or_dsc: 0.9400783886732731, accuracy: 0.9386350584126912
2024-06-04 18:08:50 - train: epoch 59, iter:0, loss: 0.2803, lr: 7.122819337828753e-05
2024-06-04 18:53:32 - train: epoch 59, iter:5000, loss: 0.2393, lr: 7.122819337828753e-05
2024-06-04 19:12:42 - val epoch: 59,  miou: 0.8898550190376183, f1_or_dsc: 0.9417177614934338, accuracy: 0.9401567405337921
2024-06-04 19:12:43 - train: epoch 60, iter:0, loss: 0.3034, lr: 8.705767687650243e-05
2024-06-04 19:57:54 - train: epoch 60, iter:5000, loss: 0.2422, lr: 8.705767687650243e-05
2024-06-04 20:16:49 - val epoch: 60,  miou: 0.8940768342533497, f1_or_dsc: 0.9440766267602837, accuracy: 0.9422972497631125
2024-06-04 20:16:49 - train: epoch 61, iter:0, loss: 0.2104, lr: 0.00010453658778440077
2024-06-04 21:00:32 - train: epoch 61, iter:5000, loss: 0.2434, lr: 0.00010453658778440077
2024-06-04 21:19:03 - val epoch: 61,  miou: 0.8940049384506326, f1_or_dsc: 0.9440365442573369, accuracy: 0.9422798005818858
2024-06-04 21:19:04 - train: epoch 62, iter:0, loss: 0.2731, lr: 0.00012359594482598424
2024-06-04 22:02:55 - train: epoch 62, iter:5000, loss: 0.2482, lr: 0.00012359594482598424
2024-06-04 22:21:40 - val epoch: 62,  miou: 0.8852831304759181, f1_or_dsc: 0.9391513838586553, accuracy: 0.9375848427788408
2024-06-04 22:21:41 - train: epoch 63, iter:0, loss: 0.2903, lr: 0.00014416052942640108
2024-06-04 23:05:24 - train: epoch 63, iter:5000, loss: 0.2501, lr: 0.00014416052942640108
2024-06-04 23:24:10 - val epoch: 63,  miou: 0.8562987776476783, f1_or_dsc: 0.9225872342951055, accuracy: 0.9223077625049727
2024-06-04 23:24:11 - train: epoch 64, iter:0, loss: 0.4302, lr: 0.00016614918256529902
2024-06-05 00:08:18 - train: epoch 64, iter:5000, loss: 0.2566, lr: 0.00016614918256529902
2024-06-05 00:27:00 - val epoch: 64,  miou: 0.88598928729911, f1_or_dsc: 0.9395485894492207, accuracy: 0.9382358799903214
2024-06-05 00:27:00 - train: epoch 65, iter:0, loss: 0.3143, lr: 0.00018947512507439852
2024-06-05 01:10:59 - train: epoch 65, iter:5000, loss: 0.2586, lr: 0.00018947512507439852
2024-06-05 01:29:44 - val epoch: 65,  miou: 0.8934821776046771, f1_or_dsc: 0.9437450092453092, accuracy: 0.942059245711217
2024-06-05 01:29:44 - train: epoch 66, iter:0, loss: 0.2798, lr: 0.00021404630011522558
2024-06-05 02:13:43 - train: epoch 66, iter:5000, loss: 0.2640, lr: 0.00021404630011522558
2024-06-05 02:32:28 - val epoch: 66,  miou: 0.8809548741246971, f1_or_dsc: 0.9367102701330352, accuracy: 0.9353579644239788
2024-06-05 02:32:28 - train: epoch 67, iter:0, loss: 0.3037, lr: 0.00023976573648539664
2024-06-05 03:16:35 - train: epoch 67, iter:5000, loss: 0.2698, lr: 0.00023976573648539664
2024-06-05 03:35:23 - val epoch: 67,  miou: 0.8793934288534913, f1_or_dsc: 0.9358268634470623, accuracy: 0.9347690093374424
2024-06-05 03:35:24 - train: epoch 68, iter:0, loss: 0.2568, lr: 0.00026653193131965077
2024-06-05 04:19:20 - train: epoch 68, iter:5000, loss: 0.2744, lr: 0.00026653193131965077
2024-06-05 04:38:09 - val epoch: 68,  miou: 0.8609752318505353, f1_or_dsc: 0.9252946703588204, accuracy: 0.9250136811631716
2024-06-05 04:38:09 - train: epoch 69, iter:0, loss: 0.4462, lr: 0.000294239250675289
2024-06-05 05:22:03 - train: epoch 69, iter:5000, loss: 0.2879, lr: 0.000294239250675289
2024-06-05 05:40:58 - val epoch: 69,  miou: 0.8863940324222408, f1_or_dsc: 0.9397761201397131, accuracy: 0.9381638886408241
2024-06-05 05:40:58 - train: epoch 70, iter:0, loss: 0.3047, lr: 0.0003227783464210842
2024-06-05 06:25:26 - train: epoch 70, iter:5000, loss: 0.2844, lr: 0.0003227783464210842
2024-06-05 06:44:23 - val epoch: 70,  miou: 0.8828276691124488, f1_or_dsc: 0.9377678941043046, accuracy: 0.9360595466109108
2024-06-05 06:44:24 - train: epoch 71, iter:0, loss: 0.3315, lr: 0.00035203658778440065
2024-06-05 07:28:29 - train: epoch 71, iter:5000, loss: 0.2886, lr: 0.00035203658778440065
2024-06-05 07:47:18 - val epoch: 71,  miou: 0.8844069857858047, f1_or_dsc: 0.9386581481144358, accuracy: 0.9366863939448478
